State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
PA,Pennsylvania,12/01/2017,Y,U,Y,86015,Includes Renewals and/or Redeterminations,N/A,,86015,Includes Renewals and/or Redeterminations,57721,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",11405,"Count is of Households, Not Individuals",69126,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",,2986599,,35.5376,-96.9247,2805600,,180999,
AR,Arkansas,12/01/2017,Y,U,Y,19191,,N/A,,19191,,10740,,345,,11085,,,913196,,34.9513,-92.3809,830270,,82926,
TX,Texas,12/01/2017,N,U,Y,107569,,N/A,,107569,,71167,,12293,,83460,,,4474461,,33.8191,-80.9066,3887970,,586491,
IL,Illinois,12/01/2017,Y,U,Y,76439,,N/A,,76439,,25070,,7576,,32646,,,3062268,,44.2394,-114.5103,2819232,,243036,
MA,Massachusetts,12/01/2017,Y,U,Y,19328,,6661,,25989,,,,,,,,,1683846,,31.1801,-91.8749,1499505,,184341,
OR,Oregon,12/01/2017,Y,U,Y,16834,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,16834,Does Not Include All Non-MAGI Applications,35426,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3032,,38458,Does Not Include All Non-MAGI Determinations Made At Application,,976182,,40.3736,-82.7755,851016,,125166,
HI,Hawaii,12/01/2017,Y,U,Y,4291,,N/A,,4291,,7767,,449,,8216,,,346747,,32.9866,-83.6487,322079,,24668,
DC,District of Columbia,12/01/2017,Y,U,Y,3503,Includes SBM data,2801,,6304,Includes Renewals and/or Redeterminations,3363,Includes Renewals and/or Redeterminations; Includes CHIP,,,3363,,,264016,,41.5834,-72.7622,251875,,12141,
VT,Vermont,12/01/2017,Y,U,Y,2788,,2647,,5435,Includes Renewals and/or Redeterminations,5107,Includes Renewals and/or Redeterminations,117,,5224,,,163649,,31.106,-97.6475,158947,,4702,
AZ,Arizona,12/01/2017,Y,U,Y,,,N/A,,,,,,,,,,,1716236,,14.2417,-170.7197,1619477,,96759,
UT,Utah,12/01/2017,N,U,Y,24676,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,24676,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",49997,Includes CHIP,,,49997,,,302585,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,255190,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,47395,
ID,Idaho,12/01/2017,N,U,Y,17139,,,,17139,,7093,,626,,7719,,,297688,,42.0046,-93.214,275693,,21995,
MD,Maryland,12/01/2017,Y,U,Y,7346,,118654,Includes Renewals and/or Redeterminations,126000,Includes Renewals and/or Redeterminations,30775,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",6018,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",36793,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,1323306,,42.2373,-71.5314,1174217,,149089,
WA,Washington,12/01/2017,Y,U,Y,17969,,141374,,159343,,51772,,2430,,54202,,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1782832,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,1721980,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),60852,
IA,Iowa,12/01/2017,Y,U,Y,15380,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,15380,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,2622,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,2622,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,,668047,,21.1098,-157.5311,601901,,66146,
NY,New York,12/01/2017,Y,U,Y,,,1071875,Includes Renewals and/or Redeterminations,1071875,Includes Renewals and/or Redeterminations,126508,Includes Renewals and/or Redeterminations,14810,Includes Renewals and/or Redeterminations,141318,Includes Renewals and/or Redeterminations,Includes Limited-Benefit Enrollees,6477870,Includes Limited-Benefit Enrollees,34.8375,-106.2371,5876380,Includes Limited-Benefit Enrollees,601490,
GA,Georgia,12/01/2017,N,U,Y,43295,,N/A,,43295,,31112,,1235,,32347,,,1812561,,27.8333,-81.717,1620540,,192021,
WV,West Virginia,12/01/2017,Y,U,Y,22434,,N/A,,22434,,12189,,570,,12759,,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),539251,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,506592,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),32659,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
CA,California,12/01/2017,Y,U,Y,251890,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,251890,,160475,Does Not Include All Medicaid Determinations Made At Application,12901,Does Not Include All CHIP Determinations Made At Application,173376,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,,12220546,,33.7712,-111.3877,10911820,,1308726,
MN,Minnesota,12/01/2017,Y,U,Y,5500,,41554,,47054,,20935,,39,,20974,,,1082484,,43.3504,-84.5603,1081053,,1431,
NE,Nebraska,12/01/2017,N,U,Y,6269,,N/A,,6269,,7507,,1358,,8865,,,245863,,35.6411,-79.8431,211904,,33959,
NH,New Hampshire,12/01/2017,Y,U,Y,8017,,N/A,,8017,,6332,,764,,7096,,,189811,,47.5362,-99.793,174766,,15045,
